Team,Game,Opp Team,GP,SAT For,SAT Agst,SAT,SAT Tied,SAT Ahead,SAT Behind,SAT Close,USAT For,USAT Agst,USAT,USAT Tied,USAT Ahead,USAT Behind,USAT Close
Vancouver Canucks,2013/03/02  vs. LAK,LAK,1,35,36,-1,0,-1,0,4,24,25,-1,-1,0,0,5
Phoenix Coyotes,2013/01/30  vs. EDM,EDM,1,49,42,7,-2,0,9,3,37,32,5,-4,0,9,1
New Jersey Devils,2013/02/03  vs. NYI,NYI,1,36,25,11,10,1,0,10,27,16,11,10,1,0,10
St. Louis Blues,2013/02/11  vs. LAK,LAK,1,25,32,-7,-3,0,-4,-3,20,23,-3,-2,0,-1,0
New York Rangers,2013/04/27  vs. NJD,NJD,1,28,38,-10,3,-13,0,0,24,21,3,3,0,0,4
Anaheim Ducks,2013/03/24  vs. DET,DET,1,48,27,21,-3,0,24,-1,38,19,19,0,0,19,1
San Jose Sharks,2013/02/05  vs. CHI,CHI,1,40,33,7,11,-6,2,7,31,23,8,10,-4,2,6
Calgary Flames,2013/04/13  vs. EDM,EDM,1,49,40,9,5,4,0,10,34,33,1,3,-2,0,7
Toronto Maple Leafs,2013/04/08  vs. NYR,NYR,1,49,62,-13,0,-13,0,-9,33,46,-13,-1,-12,0,-9
Colorado Avalanche,2013/02/04  vs. DAL,DAL,1,31,42,-11,0,0,-11,-4,25,27,-2,4,0,-6,4
Minnesota Wild,2013/04/07  vs. CBJ,CBJ,1,30,36,-6,-4,-2,0,-6,22,22,0,0,0,0,-1
Phoenix Coyotes,2013/02/24  vs. CGY,CGY,1,31,40,-9,5,-8,-6,-4,27,33,-6,6,-6,-6,-2
Tampa Bay Lightning,2013/02/28  vs. NYR,NYR,1,38,53,-15,-12,0,-3,-14,26,34,-8,-9,0,1,-10
Columbus Blue Jackets,2013/03/14  vs. CHI,CHI,1,42,54,-12,-12,0,0,-12,30,37,-7,-7,0,0,-7
Toronto Maple Leafs,2013/03/21  vs. BUF,BUF,1,37,42,-5,3,-3,-5,3,31,33,-2,5,-4,-3,3
Los Angeles Kings,2013/02/19  vs. EDM,EDM,1,62,34,28,21,7,0,27,47,27,20,15,5,0,19
Calgary Flames,2013/04/15  vs. MIN,MIN,1,28,46,-18,-1,0,-17,-5,25,32,-7,0,0,-7,0
Chicago Blackhawks,2013/02/28  vs. STL,STL,1,37,28,9,0,9,0,10,28,21,7,0,7,0,7
Vancouver Canucks,2013/03/18  vs. MIN,MIN,1,57,33,24,20,-1,5,19,40,28,12,10,-1,3,9
San Jose Sharks,2013/02/11  vs. CBJ,CBJ,1,32,42,-10,-1,0,-9,-5,27,34,-7,0,0,-7,1
Carolina Hurricanes,2013/02/02  vs. PHI,PHI,1,63,30,33,4,0,29,8,45,25,20,0,0,20,5
Vancouver Canucks,2013/04/13  vs. COL,COL,1,43,44,-1,0,-7,6,2,30,34,-4,0,-5,1,0
Calgary Flames,2013/03/29  vs. CBJ,CBJ,1,56,43,13,-2,0,15,1,38,32,6,-1,0,7,0
Pittsburgh Penguins,2013/01/27  vs. OTT,OTT,1,36,59,-23,-15,-8,0,-23,26,39,-13,-11,-2,0,-13
Florida Panthers,2013/04/27  vs. TBL,TBL,1,49,46,3,-6,1,8,-1,39,34,5,-2,3,4,2
Washington Capitals,2013/04/04  vs. NYI,NYI,1,42,47,-5,7,-12,0,0,26,33,-7,2,-9,0,-2
Montreal Canadiens,2013/03/23  vs. BUF,BUF,1,70,22,48,32,0,16,34,45,16,29,22,0,7,21
Toronto Maple Leafs,2013/04/20  vs. OTT,OTT,1,32,77,-45,-21,-24,0,-22,25,55,-30,-17,-13,0,-18
Los Angeles Kings,2013/03/02  vs. VAN,VAN,1,36,35,1,0,0,1,-4,25,24,1,1,0,0,-5
Edmonton Oilers,2013/02/16  vs. COL,COL,1,67,43,24,0,0,24,15,53,35,18,0,1,17,9
Buffalo Sabres,2013/04/02  vs. PIT,PIT,1,35,34,1,0,1,0,2,23,19,4,-1,5,0,3
New York Rangers,2013/02/02  vs. TBL,TBL,1,51,46,5,10,-12,7,17,43,36,7,11,-9,5,16
Philadelphia Flyers,2013/04/15  vs. MTL,MTL,1,24,34,-10,-1,-9,0,1,21,27,-6,1,-7,0,3
Florida Panthers,2013/04/25  vs. TOR,TOR,1,56,30,26,3,0,23,4,37,24,13,2,0,11,1
Boston Bruins,2013/01/28  vs. CAR,CAR,1,45,34,11,11,0,0,7,36,27,9,9,0,0,4
New York Islanders,2013/04/18  vs. TOR,TOR,1,52,48,4,5,-9,8,20,43,29,14,5,1,8,17
New York Islanders,2013/04/25  vs. PHI,PHI,1,44,43,1,8,0,-7,3,29,32,-3,2,0,-5,-1
Boston Bruins,2013/03/07  vs. TOR,TOR,1,39,38,1,3,-2,0,0,31,30,1,-1,2,0,-4
Los Angeles Kings,2013/02/27  vs. DET,DET,1,36,40,-4,-5,5,-4,0,31,34,-3,-5,4,-2,1
Winnipeg Jets,2013/04/11  vs. FLA,FLA,1,47,44,3,4,-1,0,3,34,35,-1,-1,0,0,1
New Jersey Devils,2013/02/21  vs. WSH,WSH,1,42,22,20,13,0,7,19,34,13,21,13,3,5,17
Minnesota Wild,2013/01/30  vs. CHI,CHI,1,35,42,-7,-11,1,3,-7,26,36,-10,-10,-1,1,-10
St. Louis Blues,2013/02/09  vs. ANA,ANA,1,51,39,12,18,-8,2,22,34,25,9,12,-4,1,14
Toronto Maple Leafs,2013/04/16  vs. WSH,WSH,1,33,46,-13,-4,0,-9,-9,26,35,-9,-4,0,-5,-9
Tampa Bay Lightning,2013/01/22  vs. CAR,CAR,1,28,51,-23,-2,-21,0,-7,22,37,-15,0,-15,0,-3
Philadelphia Flyers,2013/02/23  vs. WPG,WPG,1,47,41,6,0,-3,9,8,35,32,3,-1,-3,7,5
Toronto Maple Leafs,2013/01/19  vs. MTL,MTL,1,31,35,-4,-1,-3,0,4,26,24,2,-1,3,0,4
Detroit Red Wings,2013/02/28  vs. SJS,SJS,1,59,53,6,6,0,0,6,39,34,5,5,0,0,5
Colorado Avalanche,2013/02/20  vs. STL,STL,1,37,60,-23,-23,0,0,-23,22,42,-20,-20,0,0,-20
Washington Capitals,2013/01/22  vs. WPG,WPG,1,47,47,0,-1,0,1,-2,31,38,-7,-2,0,-5,-6
Columbus Blue Jackets,2013/02/26  vs. DAL,DAL,1,27,52,-25,-13,0,-12,-25,21,40,-19,-11,0,-8,-18
Vancouver Canucks,2013/01/19  vs. ANA,ANA,1,49,35,14,-1,3,12,2,35,29,6,-1,2,5,3
Chicago Blackhawks,2013/02/25  vs. EDM,EDM,1,52,20,32,30,0,2,33,34,16,18,17,0,1,20
New York Rangers,2013/04/16  vs. PHI,PHI,1,52,36,16,2,0,14,4,40,22,18,-2,0,20,1
Anaheim Ducks,2013/03/10  vs. STL,STL,1,27,44,-17,-1,-5,-11,-11,16,37,-21,-2,-5,-14,-15
New York Rangers,2013/03/10  vs. WSH,WSH,1,46,40,6,10,2,-6,5,35,25,10,7,5,-2,6
Phoenix Coyotes,2013/03/04  vs. ANA,ANA,1,49,38,11,4,1,6,12,37,36,1,-1,0,2,3
San Jose Sharks,2013/02/23  vs. DAL,DAL,1,37,37,0,8,0,-8,8,33,30,3,11,0,-8,11
New York Islanders,2013/02/09  vs. BUF,BUF,1,68,34,34,16,0,18,34,50,20,30,18,0,12,28
Florida Panthers,2013/02/24  vs. BOS,BOS,1,51,49,2,4,0,-2,0,37,39,-2,3,0,-5,-1
Nashville Predators,2013/03/15  vs. CGY,CGY,1,40,45,-5,-2,0,-3,0,27,29,-2,0,0,-2,2
Phoenix Coyotes,2013/03/07  vs. STL,STL,1,39,37,2,-1,-2,5,0,24,31,-7,-3,-2,-2,-7
Dallas Stars,2013/04/12  vs. NSH,NSH,1,25,39,-14,4,-18,0,6,20,28,-8,3,-11,0,7
Nashville Predators,2013/02/19  vs. DET,DET,1,29,50,-21,-6,-15,0,-21,24,37,-13,-3,-10,0,-12
Columbus Blue Jackets,2013/01/23  vs. PHX,PHX,1,38,58,-20,-7,1,-14,-12,23,46,-23,-13,1,-11,-17
Florida Panthers,2013/03/28  vs. BUF,BUF,1,42,39,3,1,-2,4,-1,36,34,2,0,-2,4,-2
Winnipeg Jets,2013/04/22  vs. BUF,BUF,1,50,44,6,10,-4,0,10,45,39,6,8,-2,0,9
Florida Panthers,2013/04/07  vs. OTT,OTT,1,29,56,-27,-27,-3,3,-24,22,46,-24,-24,-2,2,-22
Boston Bruins,2013/04/28  vs. OTT,OTT,1,54,40,14,7,0,7,9,43,27,16,7,0,9,12
Columbus Blue Jackets,2013/04/17  vs. ANA,ANA,1,43,37,6,-1,0,7,4,29,31,-2,-8,0,6,-4
Toronto Maple Leafs,2013/03/28  vs. CAR,CAR,1,52,40,12,9,-2,5,5,37,29,8,7,-2,3,2
Detroit Red Wings,2013/03/28  vs. SJS,SJS,1,59,51,8,-3,0,11,1,39,36,3,1,0,2,2
Detroit Red Wings,2013/02/05  vs. CGY,CGY,1,52,33,19,-1,0,20,2,35,25,10,-1,0,11,1
St. Louis Blues,2013/02/28  vs. CHI,CHI,1,28,37,-9,0,0,-9,-10,21,28,-7,0,0,-7,-7
Toronto Maple Leafs,2013/02/14  vs. CAR,CAR,1,33,58,-25,-16,0,-9,-17,24,41,-17,-10,0,-7,-11
Minnesota Wild,2013/03/27  vs. PHX,PHX,1,53,37,16,-3,9,10,4,41,29,12,-2,9,5,4
Detroit Red Wings,2013/02/15  vs. ANA,ANA,1,47,45,2,2,0,0,2,38,34,4,4,1,-1,5
Boston Bruins,2013/04/04  vs. NJD,NJD,1,42,58,-16,-11,-5,0,-7,29,46,-17,-10,-7,0,-8
Dallas Stars,2013/04/21  vs. LAK,LAK,1,32,46,-14,-7,-3,-4,-11,28,36,-8,-4,-1,-3,-6
Florida Panthers,2013/01/26  vs. PHI,PHI,1,48,35,13,-3,0,16,-2,39,27,12,-3,0,15,-2
Edmonton Oilers,2013/03/23  vs. STL,STL,1,28,50,-22,-3,0,-19,-21,20,33,-13,-2,0,-11,-10
Detroit Red Wings,2013/01/21  vs. CBJ,CBJ,1,37,23,14,17,-3,0,16,26,18,8,12,-4,0,9
Phoenix Coyotes,2013/04/20  vs. CHI,CHI,1,39,46,-7,-8,1,0,-7,27,34,-7,-7,0,0,-7
San Jose Sharks,2013/04/16  vs. LAK,LAK,1,51,43,8,5,3,0,5,37,36,1,-1,2,0,-2
Winnipeg Jets,2013/02/01  vs. TBL,TBL,1,41,25,16,5,0,11,6,31,20,11,5,0,6,5
Montreal Canadiens,2013/02/16  vs. PHI,PHI,1,39,30,9,-2,11,0,7,27,21,6,-2,8,0,5
Pittsburgh Penguins,2013/03/02  vs. MTL,MTL,1,50,52,-2,1,-7,4,-3,39,40,-1,0,-4,3,-2
Chicago Blackhawks,2013/02/15  vs. SJS,SJS,1,36,46,-10,-6,-4,0,-5,30,32,-2,-2,0,0,2
Buffalo Sabres,2013/04/13  vs. PHI,PHI,1,34,39,-5,-1,-4,0,-1,26,32,-6,-2,-4,0,-2
Detroit Red Wings,2013/04/07  vs. STL,STL,1,43,31,12,4,0,8,7,33,26,7,4,0,3,5
